species,country_of_origin,number_of_bags,bag_weight,processing_method,aroma,flavor,body,uniformity
Arabica,Mexico,275,1.0,Washed,7.08,7.0,7.33,8.0
Arabica,United States (Hawaii),3,45.3592,Natural,7.5,7.25,7.42,8.0
Arabica,Guatemala,250,69.0,Washed,6.5,6.33,7.33,8.67
Arabica,Mexico,20,1.0,Washed,7.0,6.58,7.08,10.0
Arabica,Mexico,100,1.0,Washed,6.92,6.42,7.25,10.0
Arabica,Mexico,20,1.0,Washed,7.67,7.0,7.33,10.0
Arabica,United States (Hawaii),22,45.3592,Natural,7.17,7.17,7.67,9.33
Arabica,Honduras,275,2.0,Washed,7.0,7.17,7.0,8.0
Arabica,Mexico,280,69.0,Washed,7.08,7.08,6.92,8.0
Arabica,Colombia,1,2.26796,Natural,8.0,7.33,7.42,6.67
Arabica,United States (Hawaii),11,45.3592,Natural,6.92,6.92,7.58,6.67
Arabica,Costa Rica,250,1.0,Washed,6.33,6.5,6.33,10.0
Arabica,Mexico,10,1.0,Washed,6.92,6.92,7.17,10.0
Arabica,Mexico,25,1.0,Washed,6.5,6.67,7.33,8.0
Arabica,Mexico,280,2.0,Washed,6.92,7.0,7.42,6.0
Arabica,Brazil,305,59.0,Natural,7.0,7.0,7.33,6.0
Arabica,Honduras,275,1.0,Washed,6.67,6.5,6.83,8.0
Arabica,Honduras,275,1.0,Washed,7.0,6.17,6.5,8.0
Arabica,Honduras,275,1.0,Washed,7.0,6.33,6.67,8.0
Arabica,Mexico,12,1.0,Washed,7.08,6.83,7.25,10.0
Arabica,Haiti,1,2.0,Natural,6.75,6.58,7.08,9.33
Arabica,Nicaragua,550,69.0,Other,7.25,6.58,6.42,6.0
Arabica,Guatemala,275,1.0,Washed,7.5,6.67,7.33,8.0
Robusta,India,320,60.0,Washed,8.0,7.75,7.92,10.0
Robusta,India,320,60.0,Washed,7.67,7.75,7.92,10.0
Robusta,India,320,60.0,Washed,7.67,7.75,7.83,10.0
Robusta,India,320,60.0,Natural,7.67,7.83,7.75,10.0
Robusta,India,140,2.0,Natural,7.5,7.5,7.67,10.0
Robusta,India,250,2.0,Natural,7.58,7.42,7.42,10.0
Robusta,United States,100,1.0,Natural,7.92,7.5,7.42,9.33
Robusta,United States,1,1.0,Natural,7.33,7.33,7.5,9.33
Robusta,India,1,2.26796,Natural,7.42,6.83,7.25,9.33
Robusta,Vietnam,1,2.26796,Natural,6.75,6.67,6.92,9.33
